user,url,komentar
agungmitnick,https://www.instagram.com/agungmitnick/,Nah iya pada bikin web toko online makannya. Traffic customer dari tiktok di arahkan checkoutnya ke web. Kalo punya toko online sendiri kan bisa leluasa promo dll. 🔥🔥🔥
lt.bayams_,https://www.instagram.com/lt.bayams_/,"selama larangan dan masih blm di blokir masi bisa lah, gw habis co cuy"
firhanmzd,https://www.instagram.com/firhanmzd/,😂
joyxsua,https://www.instagram.com/joyxsua/,hahahah pasti karna gabayar pajak
celsalfrezaaa,https://www.instagram.com/celsalfrezaaa/,Hadeh
kaylagina_,https://www.instagram.com/kaylagina_/,🗿
kyaiduy,https://www.instagram.com/kyaiduy/,Terus. Ironis nya kedua belah pihak gxda yang lebih diuntungkan juga. Offline tetep sepi. Online juga sepi.. Katanya menyelamatkan ekonomi katanya
syrfdn.zhr,https://www.instagram.com/syrfdn.zhr/,menghemat duetmu pirang persen?
auniamutahharah,https://www.instagram.com/auniamutahharah/,affiliate tiktok bilekk : gwenchanaaaaa gwenchanaaa~~~~
wahyu.wijaya22,https://www.instagram.com/wahyu.wijaya22/,Cocok ini. Grgr tiktok alamatku bocor. Kena penjual yg niat nipu. Toko udh dittup tiktok malah krim produk pakai resi reguler. Auto ku tolak dong. Mna cod bayarnya sesuai hrga tiktok tp produknya gatau apa yg dkrim. Masa iya beli pempes 1dus dkrimnya kresek hitam kecil... ga akurat bangetttt seller2 d tiktok. Hrus waspada pkoknya. Penanganan mslah pembeli jg lebih grcep ditoko oren.
jedanjedinjedun,https://www.instagram.com/jedanjedinjedun/,banyak larangan aneh bgt
aisyaasyh_,https://www.instagram.com/aisyaasyh_/,😭😭
senriandi,https://www.instagram.com/senriandi/,"terserah, gk pernah pakek."
ahajrini_haifa,https://www.instagram.com/ahajrini_haifa/,Pantesan tdi liat live gabisa 😢
freya_samarinda,https://www.instagram.com/freya_samarinda/,Waduh ga punya TikTok
muhammad__3689,https://www.instagram.com/muhammad__3689/,👍
dianabriana,https://www.instagram.com/dianabriana/,Pada saat udah pinter belanja di toktik malah diilangin😂
radit_ramadan40,https://www.instagram.com/radit_ramadan40/,Padahal dgn ada tiktok gua bisa punya penghasilan tambahan walaupun cuma affiliate
syakilla_frams300,https://www.instagram.com/syakilla_frams300/,open lokerr
reshasyahputra_,https://www.instagram.com/reshasyahputra_/,Kita liat aja dampak kedepan nya gimana semoga tepat atau coba lagi kaya gosokan aleale
shesaidnoooooo,https://www.instagram.com/shesaidnoooooo/,Indonesia menolak teknologi
citraervina99,https://www.instagram.com/citraervina99/,YaAllah🥲
_rbbanian,https://www.instagram.com/_rbbanian/,P
rezalutfi_23,https://www.instagram.com/rezalutfi_23/,Ah pemerintah ga visioner.bosman sih udah wanti wanti dari kapan itu..tiktok punya cina
zrina.mk,https://www.instagram.com/zrina.mk/,Ceilah negara apa si nih makin banyak ae pengangguran nyari gawe susah tpi pemerintahan kek gini
mellayuslina,https://www.instagram.com/mellayuslina/,Yah padahal aku terbantu banget dengan tt shop😢
bukanajipradana,https://www.instagram.com/bukanajipradana/,"Mantapppp saya dukung pemerintah . Karna ini bahaya buat UMKM lokal kita cuy....gimana nggak , Semua Produk Laku Buatan UMKM Lokal, di COPY langsung dibuat di china dengan psrtai lebih besar dan pasti harga lebih rendah . Bahaya banget cuy....GOOD JOB"
muckhlis_3000,https://www.instagram.com/muckhlis_3000/,"Setuju sama pemerintah,"
xxwepe,https://www.instagram.com/xxwepe/,Gimana mau maju kalo teknologinya aja g dibuat maju
ohimevanilla,https://www.instagram.com/ohimevanilla/,Berlakunya mulai kapan?
taroadvnture,https://www.instagram.com/taroadvnture/,Yaaahhhhhhhhh pdhal bnyak orang cari mata pncaharian d tiktokshop
jesselynadd_,https://www.instagram.com/jesselynadd_/,gimanala nasib mamakmu kak😭
waonemperor,https://www.instagram.com/waonemperor/,kenapa sih banyak yang suka tiktod? gw aja gak punya akun tiktod
yoojimanjimin,https://www.instagram.com/yoojimanjimin/,"Yaelah ngapa sih harus dilarang 😭😭 padahal masih banyak juga kebutuhan yang pengen gue beli , kalau beli di pasar tu mahal bisa 2 kali lipat harganya belum nanti transportasi nya terus panas2an , hadehhh"
tyasalfaraby,https://www.instagram.com/tyasalfaraby/,"90% produk cina yg di jual di tiktok, yg di jual afliator2 , ngerii cuy"
dedy_furistyanto,https://www.instagram.com/dedy_furistyanto/,🤣
cheezalt,https://www.instagram.com/cheezalt/,...
cheezalt,https://www.instagram.com/cheezalt/,...
gitamaaya,https://www.instagram.com/gitamaaya/,gabisa beli di tiktok lagi lu ren
lintngayuu,https://www.instagram.com/lintngayuu/,serah lo aja dah pusing
geby_yuandita,https://www.instagram.com/geby_yuandita/,Alhamdulillah teman-temanku biar bisa hemat🙏🏻
sinnnnnn_04,https://www.instagram.com/sinnnnnn_04/,Gue orngnya Magetan bgt klu hrus beli kluar2 dlu😢
ikiyyikiyy_,https://www.instagram.com/ikiyyikiyy_/,Paling cuma sementara
iamchaa_____,https://www.instagram.com/iamchaa_____/,"pamit undur diri, karena saya belum pernah instal tiktok"
maminyaw_,https://www.instagram.com/maminyaw_/,mesti moco iki 😂
aestechtic.id,https://www.instagram.com/aestechtic.id/,Good
syahreza_raflyy,https://www.instagram.com/syahreza_raflyy/,
wowosdw,https://www.instagram.com/wowosdw/,wooow
emaastywt__,https://www.instagram.com/emaastywt__/,😮
claudiarnrzl,https://www.instagram.com/claudiarnrzl/,🤭
anggaardana27,https://www.instagram.com/anggaardana27/,Udah gapapa larang aja ribet gua mau belanja online larinya ke tiktok mulu
sleepygxd__,https://www.instagram.com/sleepygxd__/,bagus pak👏
memory_remainz,https://www.instagram.com/memory_remainz/,"Kalo ""nyam nyam nyam ah kenyang"" boleh ga?"
ilyasabimaaaaaa,https://www.instagram.com/ilyasabimaaaaaa/,Gajelas
deogintinggg,https://www.instagram.com/deogintinggg/,Betul” pemerintah kontol
ieualik,https://www.instagram.com/ieualik/,Hehehe :(
hvdvbogel80,https://www.instagram.com/hvdvbogel80/,aturan kontol
vikry_ammarf,https://www.instagram.com/vikry_ammarf/,"Dikira di tiktok ga pada nyari nafkah apa,kocak."
prasetyobagass,https://www.instagram.com/prasetyobagass/,"Pilih saya, nanti akan saya buka kan kembali layanan tiktokshop untuk membantu masyarakat dalam hal ekonomi🔥"
jaljaey,https://www.instagram.com/jaljaey/,NOUU MY ORIGINOTE
mrsitback,https://www.instagram.com/mrsitback/,"Dikit-dikit dilarang, dikit-dikit nggak boleh, NGGAK KREATIF ATAU NGGAK ADA OTAK, 😂"
salvaxtoreee,https://www.instagram.com/salvaxtoreee/,namanya zaman ya berkembang wei..
aurelliainez,https://www.instagram.com/aurelliainez/,"Langkah ini baru menambal masalah di permukaannya aja namun belum menyelesaikan rootcause nya. Mungkin pemerintah ingin mengembalikan fungsi awal platform Tiktok sebagaimana berjalannya sebagai Media Sosial. Karena adanya Tiktok Shop ini mampu menjadi disruptor di bidang jual beli. Namun jika berbicara ditutupnya (fitur transaksi jual beli) TiktokShop untuk mendorong UMKM berjaya, menurut aku sih belum sepenuhnya bisa. Seperti yang kita tahu E-Commerce saat ini sangat memberikan kemudahan & kecepatan pembelian. Sehingga jika tidak dibarengi dengan program dari pemerintah yang memang fokus ke UMKM, tidak akan berdampak lebih terkait penutupan fitur transaksi & jualan Tiktok Shop ini. Cmiiw☺️"
hallofikaa,https://www.instagram.com/hallofikaa/,"Tiktok shop berpengaruh banget buat sya pribadi karna disitu saya bisa dapet penghasilan walaupun tidak banyak, krna sya pribadi bingung cari kerja skrg susah kdg udh ngelamar kemana mana tapi gak ada panggilan klo tiktok shop dihapus lantas gimana yg cari uang dengan mengandalkan sosial media? Didaerah saya juga masih pedesaan mau ke mall jauh sekali jarak tempuh dari rumah ke mall bisa memakan waktu 5-6 jam. Lemes bgt denger berita ini"
dhilaaa_dhilooo,https://www.instagram.com/dhilaaa_dhilooo/,"Hrsnya yg dilarang artis2 yg live tiktok krna itu jd pesajng juga buat kaum masyarakat biasa seperti aku gini, toh kalangan. Kebawaj kdg lebih mantengin live artis"
riri_2501,https://www.instagram.com/riri_2501/,Aku pejuang affiliate.. menangis melihat ini.
_15thriftshop,https://www.instagram.com/_15thriftshop/,Hadehh
im_gavhi.djarnudji,https://www.instagram.com/im_gavhi.djarnudji/,"yahh padahal enakan pake tiktok, lebih murah, dan cepat"
ocyliffayanti,https://www.instagram.com/ocyliffayanti/,avah iyah?
henisa22,https://www.instagram.com/henisa22/,"Iyaa sii,, jujur aku jualan custamer aku pada banyak pindah beli di TikTok 😢"
chamomelted,https://www.instagram.com/chamomelted/,Baru kemaren kita obrolin
devimirna_,https://www.instagram.com/devimirna_/,Baru juga mau join tiktok affiliate
ronald21__,https://www.instagram.com/ronald21__/,😂😂😂😂😂
rizkirdnt,https://www.instagram.com/rizkirdnt/,wtf
aamii.syh,https://www.instagram.com/aamii.syh/,Ya memang tiktok sepowerfull itu sih kuakui
aal_alfifla,https://www.instagram.com/aal_alfifla/,GOBLOK ANJINGGGGGG
tintoko_agung_dwi_pratomo,https://www.instagram.com/tintoko_agung_dwi_pratomo/,"Di youtube seharusnya untuk musik lokal seperti itu, klo sudah seperti ini para produser  enggan bangkit lagi"
rizkirdnt,https://www.instagram.com/rizkirdnt/,ga gitu juga lah
rumahdipan01,https://www.instagram.com/rumahdipan01/,"Gimna sih pamer2 omset gembar gembor, kan nmanya manusiee kan yee pasti ada ajee iriinya..bagusnya sih klo mau putar wktu jgn pake live2pan omset gtu..mana tau ad yg suap k pemerintah paksa tutup ntu tiktop ape tiptop..ah tauu aa"
wildanarr,https://www.instagram.com/wildanarr/,Pan pan pan zulkifli hasan
s.rohimm_,https://www.instagram.com/s.rohimm_/,“barang siapa yg mempersulit seseorang maka akan dipersulit kembali oleh allah” kitu lain mang
rizkirdnt,https://www.instagram.com/rizkirdnt/,"yg belanja di pelosok negeri juga dipikirin woy, barang yg dicari lebih sering ada di tiktok shop drpd di toko2 yg blm jelas ada gak nya barang yg dicari."
arfanjanuar,https://www.instagram.com/arfanjanuar/,"Padal di shoope sama aja, harganya ancur ancuran wkwk . Expedisi ga laku di akalin auto shoope expres . Makanan ada, antar barang ada. Lebih kejam"
kukangcepat,https://www.instagram.com/kukangcepat/,Regulasinya dong diperbaiki jan langsung ulti gini
clintonogram,https://www.instagram.com/clintonogram/,Jgn takut.. bisa jualan di live IG
hadiwijayaadit,https://www.instagram.com/hadiwijayaadit/,Ini nampaknya bukan masalah Tanah Abang sih. Lebih ke perijinan TikTok mungkin masih sebatas sosial media dan masih dibawah naungan Kemenkominfo. Kecuali TikTok urus perijinan di Kementrian perdagangan mungkin beda cerita.
satriya.yuda_,https://www.instagram.com/satriya.yuda_/,Lah
kurcok_mamanaindie,https://www.instagram.com/kurcok_mamanaindie/,"Pasti ngaruh, tiktok menghancurkan dunia offline"
ntanae_,https://www.instagram.com/ntanae_/,gimana nasibmu?
deva_galih_setiawan,https://www.instagram.com/deva_galih_setiawan/,"Yesss gk bayar pajak 🙌 ... Klo marah jgn salahin , cari uang aja di larang 😂"
yoimmeee,https://www.instagram.com/yoimmeee/,mindset orang indo. klo gamau klh saing ya saingin
k.stwan,https://www.instagram.com/k.stwan/,setuju siii
rafidaaft,https://www.instagram.com/rafidaaft/,"seharusnya lebih ke edukasi aja ga sih soal online shop gt, soalnya skrg bukan genz doang yg dimudah kan dengan online shop, nyokap bokap gue skrg belanja selalu online shop trs🥲"
andicheriandra,https://www.instagram.com/andicheriandra/,"Tiktok emg jahat, bener tiktok buat konten vidio aja jgn jualan"
ivoones,https://www.instagram.com/ivoones/,hapus hapus tiktok...udh gada manfaat nya . Kwkwk
mrsayusanjaya,https://www.instagram.com/mrsayusanjaya/,😢
mikearvina,https://www.instagram.com/mikearvina/,Ah bru juga jd afiliator 😂
grafland.paath,https://www.instagram.com/grafland.paath/,yahh nt lagi
_fndito,https://www.instagram.com/_fndito/,
laetitiakarenina,https://www.instagram.com/laetitiakarenina/,"Padahal aku sering beli produk umkm di tiktok, mulai dari gymwear, keripik buah, abon ikan, sandal, dll… Selain mereka jatuhnya lebih ramah dibanding bakul di pasar, barangnya kualitasnya juga sebanding dengan harganya.. Bakul iku nek pingin payu ramah wae gak perlu protes ini itu.."
lailannnlubiss,https://www.instagram.com/lailannnlubiss/,Padahal di tiktok harganya lebh murah trs brg’nya jg bgs’knp gbsa lg😭
andifirwansyah_,https://www.instagram.com/andifirwansyah_/,Tapi kalau dibumbui pajak boleh kan pak? Hehe
siskalianyy,https://www.instagram.com/siskalianyy/,Atuh ihhhhh abi kaum hoream nawar jg papanasan ☹️
mallalatif,https://www.instagram.com/mallalatif/,"Kalau ajah mau sabar & berpikir kesonoan syikit, pasti paham kalau memang harus diatur gini .. demi UMKM negeri sendiri.. 💓"
vinailma_,https://www.instagram.com/vinailma_/,Waa
wii1125_,https://www.instagram.com/wii1125_/,Ekonomi kreatif VS Perdagangan (Sandiaga Uno VS Zulkifli Hasan)
keycapbangow,https://www.instagram.com/keycapbangow/,Tiktok nya suruh urus perizinan perdagangan dulu wkwkkw
dewipuspa21,https://www.instagram.com/dewipuspa21/,Apa ini dah mulai jalan ya.. soalnya ada bbrpa paket ke cancel dan tbtb gaada info samsekkkk 😮
rizkitrisna241,https://www.instagram.com/rizkitrisna241/,Intinya mereka yang gapunya lapak khususnya ruko mau kek mana ?
khaiirunns____,https://www.instagram.com/khaiirunns____/,Sedangkan yg ngemis di tiktok g digubris eh giliran yg jualan larang gimn c🤪
dinamalik__,https://www.instagram.com/dinamalik__/,Leren cah
elllllran_,https://www.instagram.com/elllllran_/,Baru aja mau jualan di live tiktok🌝😒
tryantonyy,https://www.instagram.com/tryantonyy/,br buka lapak eh
buddyballado,https://www.instagram.com/buddyballado/,Baru jg mau coba jualan :(
glennrizaldys,https://www.instagram.com/glennrizaldys/,"Meskipun gua gapunya tiktok, secara akal sehat aja menurut gua Ini bukan solusi annjjjjjjjj, makanya anggaran buat pengembangan infrastruktur pasar modern jgn di korup😢"
marselli.in,https://www.instagram.com/marselli.in/,Ancor ktg
linparlinaa,https://www.instagram.com/linparlinaa/,
fdlh_99,https://www.instagram.com/fdlh_99/,"Intinya, mau aja klean di jajah China."
catalog_pdr,https://www.instagram.com/catalog_pdr/,alhamdulilah.
rosaaafitria,https://www.instagram.com/rosaaafitria/,"Semoga ada dampak positif ke pedagang yang di pasar, soalnya suami saya jualan bakso mentah dadakan bikin nya tanpa pengawet di pasar bukit pamulang makin sini makin sepi bgt 😢"
nard.llen,https://www.instagram.com/nard.llen/,Apa kabar sama Shopee? Toko pediaaa dll???
tesa.28,https://www.instagram.com/tesa.28/,dih dih
frrinaaaaaas_,https://www.instagram.com/frrinaaaaaas_/,Kabar buruk buat anda sih ini
filatelliku_molenvillet46,https://www.instagram.com/filatelliku_molenvillet46/,"Ini bukan soal Tanah Abang aja, tapi tolak ukur perekonomian Nasional. Tanah Abang adalah tolak ukur nasional. Klo Tanah Abang mati maka pedagang daerah yg real pedagang juga mati. Kesenjangan sosialnya nanti begitu besar"
i_cutebangets,https://www.instagram.com/i_cutebangets/,😢 padahal diapers di tiktok murmer 😢
_rakaramadhan,https://www.instagram.com/_rakaramadhan/,ya oke.
nissakhairiyah,https://www.instagram.com/nissakhairiyah/,liattt
witaakar_,https://www.instagram.com/witaakar_/,"wkw untung dah sempet pake voucher first time purchase buat beli produk lokal 😭🤣 bangga dikit lah, lumayan kepotong 20rb daripada enggak sama sekali kan 🤣"
arialvsyhr,https://www.instagram.com/arialvsyhr/,Perkapan mulai ga bole jualan nya di tiktok?
vveronica_25,https://www.instagram.com/vveronica_25/,tik tok nih malah merangkup semuanya dia mau😢
ini_tuwitit,https://www.instagram.com/ini_tuwitit/,Kasian lah dilarang bagi pedagang yg ga sanggup modalnya buat umkm. Pemerintah blm punya SOP yg bebas pungli dlm pengurusan usaha. Biaya nya jg cukup besar utk pengurusan ijin². Kenapa ada yg mudah dibuat susah? Harusnya pedagang Tanah Abang jgn ngeluh donk tinggal pinternya aja buka live di tiktok kek atau apa kek.
indstwt,https://www.instagram.com/indstwt/,Duhh
ayubtjandra,https://www.instagram.com/ayubtjandra/,Terus Shpee? Tkpdia? Gimana tuh?
yahya_risqi,https://www.instagram.com/yahya_risqi/,ya artinya ig juga ga boleh
fikritr._,https://www.instagram.com/fikritr._/,alergi peradaban alergi kemajuan
aiinugraha,https://www.instagram.com/aiinugraha/,Yahh kami yang tinggal di daerah timur bakalan susah beli barang yang ga ada di daerah kami
_alvinsptr,https://www.instagram.com/_alvinsptr/,gmn ni
_tpchocholate,https://www.instagram.com/_tpchocholate/,Tidak bisa liat member live di erigo 😭😭
3yichuu._,https://www.instagram.com/3yichuu._/,Kyanya buat bantu support umkm atau pedagang offline kaki lima yg ga bisa pke online
bregynenglish,https://www.instagram.com/bregynenglish/,Yang jualdi TikTok itu orang indonesia.ukm harus kerja samadgn TikTok.bukan.laragng
panggilbon,https://www.instagram.com/panggilbon/,Shopee/lazada & sejenisnya full senyum
xvzvxzx,https://www.instagram.com/xvzvxzx/,
didigunawann,https://www.instagram.com/didigunawann/,"Hadeh parah sih buat kebijakan, bukannya maju malah mundur pantas Indonesia gak maju para pemangku kebijakan tidak bisa berpiki maju"
arqadhityaa,https://www.instagram.com/arqadhityaa/,Kalau alasannya pedagang umkm okelah tapi klo titipan ijo sama oren mah sama aja ono umkm tenabang aja sblm TS rame udh cukup lengang
arie.syahilendra,https://www.instagram.com/arie.syahilendra/,Kan jama udah modern yakk mau gak mau ngkitun jaman lah biar update trs lebih bagus online sih kalo mau beli barang jd gak perlu turun ke store  nya
aldooo_782,https://www.instagram.com/aldooo_782/,LAWAK EMANG PEMERINTAH INDONESIA MAUNYA BARTER LAGI KALI
narita_wkwk,https://www.instagram.com/narita_wkwk/,Udah gto kebanyakan artis artis yg promoin dagangannya di tiktok shop😢 kasian UMKMnya
adhiadzikri,https://www.instagram.com/adhiadzikri/,"Tiktok punya China, mereka sanggup bikin barang dengan harga jual setengah daripada harga pasaran. Barang China semua. UMKM merk lokal bisa mati jika mereka dibiarkan. Apalagi lewat Tiktok, mereka berpeluang bisa lepas dari pajak barang impor."
farhanardss,https://www.instagram.com/farhanardss/,"bgmna kalo diterapkan limit belanja di online shop? jdi dilihat dari history belanjanya,lalu dikurangi 50%,misal biasanya tiap bulan beli 10 barang,jdi skrng tiap bulannya cuma bisa 5 kali belanja"
yoga_baskarawawa,https://www.instagram.com/yoga_baskarawawa/,"Ini mah Namanya Matiin Lapak Penjual E-commerce, Nanti gimana Nasibnya orang2 yg punya Industri Rumahan yg notabene jualannya di Tiktok, kalo kek gini malah mematikan jalan sumber pangan orang dong jadinya😌"
cmexkrusvu2,https://www.instagram.com/cmexkrusvu2/,"Perlu proteksi mungkin, yg benar2 UMKM kalah saing (minoritas UMKM yg bisa untung)"
abuuu_naum,https://www.instagram.com/abuuu_naum/,Padahal murmer murmer semuaa di tikshop😢
harrylestiawan,https://www.instagram.com/harrylestiawan/,"Klo mau daya beli bagus naikan UMR.ini UMR kecil,BBM naik,pajak naik,listrik naik,...itu syukur masih bisa byar cicilan motor sama bertahan hidup 1 bulan.mau online mau offline sama aja klo yg beli uangnya jg pres."
rahmanhidaaayat,https://www.instagram.com/rahmanhidaaayat/,Huuuuuuuu
riizkyhakim,https://www.instagram.com/riizkyhakim/,👏👏
christinalim.cl,https://www.instagram.com/christinalim.cl/,"Yaudah gimana klo pedagang di tanah abang, bikin shoppe affiliate dan jualan disono juga😥"
mzgunwbsn,https://www.instagram.com/mzgunwbsn/,
rosalyn.finaku,https://www.instagram.com/rosalyn.finaku/,"Setuju, e commerce adalah market place jual beli, sedangkan tiktok sebagai sosmed"
sidehousegarden,https://www.instagram.com/sidehousegarden/,"Nutupim daya beli turun krn pemerontah ga serius bekerja memperbaiki ekonomi, tinggal cari kambing hitam bernama si toktok aja, nextime si kambing kembar sopii dan topii akan kena juga biar rakyat rame ampe lupa sama kerjaan pemerintah utamanya apa 😂"
lucky_widiyanto,https://www.instagram.com/lucky_widiyanto/,Pengalihan isu rempang😂
lowst.indsutry,https://www.instagram.com/lowst.indsutry/,Berat amat ngerintis usaha🥺
_adjimstf,https://www.instagram.com/_adjimstf/,diberlakukan juga akhirnya
idaisti_1003,https://www.instagram.com/idaisti_1003/,Setuju sih🔥🔥
rzaerobysya,https://www.instagram.com/rzaerobysya/,"Ketika larangan ada tapi penerapan sistem yang baik seperti Supply Chain, Quality Control, dan distribution gak perhatiin, ya sama aja. Kasih dong pelatihan dan penerapan di UMKM tentang QC, SCM, marketing yang baik, supaya gak ada makelar, dikenal pasar."
hafiedzashidiqi,https://www.instagram.com/hafiedzashidiqi/,dipaksa merem digital
aldygolden,https://www.instagram.com/aldygolden/,"Harusnya di regulasi ulang LG sama pemerintahan biar sama2 menguntungkan buat kedua belah pihak , masa urusan yg cemenn Kaya gini meni ruwett , banyak solusi nya asalkan musyawarah dgn bener"
sukma.kiwong,https://www.instagram.com/sukma.kiwong/,"Tiktok => medsosShoppe/tokopedia/lazada => toko onlineLalu, kenapa masih ribut?"
nast_cha,https://www.instagram.com/nast_cha/,"Yg live di tiktok juga di perketat donggg, masa live buat ajang minta², segala nenek² sama kakek² live tiktok 😢"
aris_kandar22,https://www.instagram.com/aris_kandar22/,😢😢
nanicyasherlym,https://www.instagram.com/nanicyasherlym/,Gimana coba??
irizzvi,https://www.instagram.com/irizzvi/,"Alhamdulillah, biar balance tuh harga di toko-toko. Lu pada gatau aja minyak makan yang 11k jadi 14k😂"
raziofficial,https://www.instagram.com/raziofficial/,Masih bisa ni brusan CO wkwkwk
ccintaku850,https://www.instagram.com/ccintaku850/,"Alhamdulillah ditutup .untuk yang umkm semangat berjuang lagi ,diluarnegri tiktok  buat jualan juga banyak yg ditutup"
echidayh,https://www.instagram.com/echidayh/,AFFILIATOR GIMANA😢
dhiyauddin.ahmad17,https://www.instagram.com/dhiyauddin.ahmad17/,Pan pan selalu ............
adindayuri,https://www.instagram.com/adindayuri/,untung dah sempet co
galangexcited,https://www.instagram.com/galangexcited/,😂
lisnasprawidi,https://www.instagram.com/lisnasprawidi/,"Udh paling bener ada di shoppe, lazada, dll."
adhi_septian,https://www.instagram.com/adhi_septian/,😢
nazar_rahim,https://www.instagram.com/nazar_rahim/,Waduh
abay.pasere,https://www.instagram.com/abay.pasere/,Waduhhh serbah salah
rizaldibs17,https://www.instagram.com/rizaldibs17/,Buru-buru sekali menyelesaikan ini untuk kasus kemanusiaan yang diburu-buru?
sincerelyaprilll,https://www.instagram.com/sincerelyaprilll/,"Sebagai  pemula seller tiktokshop kurang setuju, karna pendapatan dri tiktok sejauh ini stabil dan skrng juga sudah digital era tdk seharusnya menghapus/ tdk memperbolehkan tts 💔"
peachy.picaa,https://www.instagram.com/peachy.picaa/,
sultanuddinally,https://www.instagram.com/sultanuddinally/,Waduh lek
nys_aaaaa,https://www.instagram.com/nys_aaaaa/,baru mau mulai😂
kakaribo_,https://www.instagram.com/kakaribo_/,Hahaha.  Pengen linknya bsoqu
sto_pontianak,https://www.instagram.com/sto_pontianak/,Wkwkwkwkwkwkwk.... Gak masuk akal banget. Bukan solusi deh untuk proteksi UMKM yang gak bisa bersaing. Mau sampai kapan pelaku ekonomi kita dimanjain oleh pemerintah. Gmn mau bersaing dengan luar kalau dengan dalam negeri aja keok.
sandkilganon,https://www.instagram.com/sandkilganon/,Beras Habis Live solusinyaaaaaa...... wadidaw
hamada_zein,https://www.instagram.com/hamada_zein/,Apakah Konten kreator akan menjadi website kreator? Menagislah kan kau jugaa affiliator...
efendisholeh7,https://www.instagram.com/efendisholeh7/,kenapa g  di edukasi  kenapa harus di bredel parah
hendrawanlukisanti,https://www.instagram.com/hendrawanlukisanti/,"Saya hampir kena penipuan jasa online TIKTOK. Ada paket yang dikirim oleh seorang kurir, dengan nama saya dan alamat rumah saya. Saya langsung tolak, karena saya tidak punya aplikasi TIKTOK, apalagi barang lewat TIKTOK. Anehnya kok pihak TIKTOK bisa tahu ya nama saya dan alamat saya."
reksy___,https://www.instagram.com/reksy___/,runkad gara gara slot
hendrawanlukisanti,https://www.instagram.com/hendrawanlukisanti/,"Saya hampir kena penipuan jasa online TIKTOK. Ada paket yang dikirim oleh seorang kurir, dengan nama saya dan alamat rumah saya. Saya langsung tolak, karena saya tidak punya aplikasi TIKTOK, apalagi barang lewat TIKTOK. Anehnya kok pihak TIKTOK bisa tahu ya nama saya dan alamat saya."
gipak_,https://www.instagram.com/gipak_/,"""KiTa HaRuS mElEk TeKnOlOgI"" dan ""Go DiGiTaL"" WKWKWKWK"
dheaycdl,https://www.instagram.com/dheaycdl/,apa ini serius?
sincerelyaprilll,https://www.instagram.com/sincerelyaprilll/,"Penjual di tiktokshop lebih bnyk klo diitung dri pd penjual di tanah abang atau pasar lainnya, bnyk juga yg kebantu dri adanya tiktokshop ini termasuk bisnis kecil sy yg baru berkembang"
aft_szki35,https://www.instagram.com/aft_szki35/,"Intinya kalo jualan ditiktok lu punya duit lu punya kuasa, kasian umkm kecil ditiktok maupun di realife"
hendra_fardiansyah,https://www.instagram.com/hendra_fardiansyah/,Payah
pacaruto,https://www.instagram.com/pacaruto/,padahal yg biaya adminnya gaada cm tiktok shop 😞💔 dh gt flashsale nya mantep 😞💔
fikriyashaws,https://www.instagram.com/fikriyashaws/,banyak juga bang yang gulung tikar akibat tik tok. mekanis nya mereka bayar ke penjualnya harus dipending sedangkan besok mereka harus belanja
lilvindp,https://www.instagram.com/lilvindp/,Loh
diahhmr_,https://www.instagram.com/diahhmr_/,Belum juga dapet 160juta pak😢🤣
yuni_andr,https://www.instagram.com/yuni_andr/,"😂 ah lagian era jualan live juga pasti bakal keganti, soalnya di negara lain pada ga tertarik gitu."
aris_yuliaan,https://www.instagram.com/aris_yuliaan/,"Karna jaman sekarang tuh orang pada butuh duit, alhasil lebih milih jualan. Jadi yang beli emang sepi. Karna pada jualan sumua."
riyhadz,https://www.instagram.com/riyhadz/,Dengerinn besss  😂
abyatira,https://www.instagram.com/abyatira/,Hmm selisih harganya lumayan banyak pak di online sama offline 🥲
edn.____,https://www.instagram.com/edn.____/,help
rxxydkk,https://www.instagram.com/rxxydkk/,et gabisa ngetrhift lagi dah gua
todayuday,https://www.instagram.com/todayuday/,Jadul pemerintahnya
wira_hmaa.nd,https://www.instagram.com/wira_hmaa.nd/,Buat gue yg di papua ngerasa keberatan sih karna di sini barang2 serba serbu mahal bgt pliss
dectafikaa,https://www.instagram.com/dectafikaa/,Yahh gak bisa lagi kita co barang murah gess disuruhnya kita ke tanah Abang betulan
riyanwidy,https://www.instagram.com/riyanwidy/,Ramein lagi toko2 offline di daerahnya masing2 yes
shittakeyy,https://www.instagram.com/shittakeyy/,lah
firgialfint,https://www.instagram.com/firgialfint/,jawir
jeannahak_0113,https://www.instagram.com/jeannahak_0113/,😢
anneeyyaa_,https://www.instagram.com/anneeyyaa_/,
chillaxionship,https://www.instagram.com/chillaxionship/,Nice move👏👏👏
hasfiamr,https://www.instagram.com/hasfiamr/,semua aja dilarang wkwk
dlwlch,https://www.instagram.com/dlwlch/,Kasusnya sama kaya ojek online vs ojek pangkalan bjir
kimtaenergy,https://www.instagram.com/kimtaenergy/,paansi
imam.prasojo.albanjari,https://www.instagram.com/imam.prasojo.albanjari/,Alhamdulillah ya Allah... semoga ekosistem perekonomian membaik
nken_sptn0,https://www.instagram.com/nken_sptn0/,finally
selvinamonicaaa,https://www.instagram.com/selvinamonicaaa/,😭
nolimit_23,https://www.instagram.com/nolimit_23/,"Pemerintahan tolol, yg bginian di urusin"
naayski,https://www.instagram.com/naayski/,buset tunggu barang gua sampe dulu lah minimal
